Gene stable ID,Gene name,Chromosome/scaffold name
ENSG00000270470,,2
ENSG00000234877,,2
ENSG00000286260,,2
ENSG00000202423,RNU6-827P,2
ENSG00000200048,RNU6-812P,2
ENSG00000143954,REG3G,2
ENSG00000172023,REG1B,2
ENSG00000115386,REG1A,2
ENSG00000290771,,2
ENSG00000204787,REG1CP,2
ENSG00000172016,REG3A,2
ENSG00000224879,,2
ENSG00000066032,CTNNA2,2
ENSG00000286227,,2
ENSG00000229385,CTNNA2-AS1,2
ENSG00000277171,,2
ENSG00000230237,GNA13P1,2
ENSG00000252031,RNU6-561P,2
ENSG00000266436,MIR4264,2
ENSG00000276917,MIR8080,2
ENSG00000224731,,2
ENSG00000223427,RBM7P1,2
ENSG00000162951,LRRTM1,2
ENSG00000237031,,2
ENSG00000230975,,2
ENSG00000234429,ANKRD11P1,2
ENSG00000231722,CHMP4AP1,2
ENSG00000235519,LINC01815,2
ENSG00000200890,RNA5SP99,2
ENSG00000233444,,2
ENSG00000242118,RN7SL201P,2
ENSG00000231781,,2
ENSG00000229560,LYARP1,2
ENSG00000252897,RNU6-685P,2
ENSG00000201311,Y_RNA,2
ENSG00000237498,,2
ENSG00000226860,RBX1P1,2
ENSG00000226700,MTND4P25,2
ENSG00000225045,MTND5P27,2
ENSG00000224695,MTND6P7,2
ENSG00000227789,MTCYBP7,2
ENSG00000286211,,2
ENSG00000168129,DHFRP3,2
ENSG00000223977,,2
ENSG00000232548,LINC01809,2
ENSG00000224627,RPL37P10,2
ENSG00000199295,RNU6-1312P,2
ENSG00000228225,CRLF3P3,2
ENSG00000228902,ST6GALNAC2P1,2
ENSG00000293083,,2
ENSG00000182814,FUNDC2P2,2
ENSG00000228272,,2
ENSG00000163541,SUCLG1,2
ENSG00000289076,,2
ENSG00000115423,DNAH6,2
ENSG00000259056,DUXAP1,2
ENSG00000235847,LDHAP7,2
ENSG00000186854,TRABD2A,2
ENSG00000276362,,2
ENSG00000213400,RPL12P18,2
ENSG00000034510,TMSB10,2
ENSG00000213399,RPS2P17,2
ENSG00000287625,,2
ENSG00000290085,,2
ENSG00000176407,KCMF1,2
ENSG00000260840,LINC01964,2
ENSG00000235463,,2
ENSG00000225787,LSM3P3,2
ENSG00000152284,TCF7L1,2
ENSG00000231134,TCF7L1-IT1,2
ENSG00000200701,RNU6-674P,2
ENSG00000230299,SNRPEP11,2
ENSG00000246575,,2
ENSG00000152291,TGOLN2,2
ENSG00000290110,,2
ENSG00000239143,Y_RNA,2
ENSG00000270532,PEBP1P2,2
ENSG00000042445,RETSAT,2
ENSG00000115459,ELMOD3,2
ENSG00000271014,,2
ENSG00000202382,Y_RNA,2
ENSG00000278590,RN7SL113P,2
ENSG00000273196,,2
ENSG00000042493,CAPG,2
ENSG00000286011,,2
ENSG00000152292,SH2D6,2
ENSG00000207207,Y_RNA,2
ENSG00000244399,RN7SL251P,2
ENSG00000199936,Y_RNA,2
ENSG00000229648,RPSAP22,2
ENSG00000286532,PARTICL,2
ENSG00000168906,MAT2A,2
ENSG00000115486,GGCX,2
ENSG00000118640,VAMP8,2
ENSG00000276281,RN7SL126P,2
ENSG00000168899,VAMP5,2
ENSG00000288858,,2
ENSG00000168894,RNF181,2
ENSG00000168890,TMEM150A,2
ENSG00000168883,USP39,2
ENSG00000168887,C2orf68,2
ENSG00000168878,SFTPB,2
ENSG00000115523,GNLY,2
ENSG00000203363,GPR160P1,2
ENSG00000199687,RNU1-38P,2
ENSG00000168874,ATOH8,2
ENSG00000278783,MIR6071,2
ENSG00000229498,,2
ENSG00000252321,RN7SKP83,2
ENSG00000115525,ST3GAL5,2
ENSG00000232504,ST3GAL5-AS1,2
ENSG00000272564,,2
ENSG00000287628,,2
ENSG00000068654,POLR1A,2
ENSG00000132300,PTCD3,2
ENSG00000208772,SNORD94,2
ENSG00000132305,IMMT,2
ENSG00000200241,Y_RNA,2
ENSG00000265420,MIR4779,2
ENSG00000273080,,2
ENSG00000132313,MRPL35,2
ENSG00000068615,REEP1,2
ENSG00000202537,U8,2
ENSG00000251974,,2
ENSG00000115548,KDM3A,2
ENSG00000115561,CHMP3,2
ENSG00000249884,RNF103-CHMP3,2
ENSG00000200563,RNU6-640P,2
ENSG00000228363,CHMP3-AS1,2
ENSG00000239305,RNF103,2
ENSG00000153561,RMND5A,2
ENSG00000153563,CD8A,2
ENSG00000172116,CD8B,2
ENSG00000291013,,2
ENSG00000233673,ANAPC1P1,2
ENSG00000213605,,2
ENSG00000187627,RGPD1,2
ENSG00000231351,WBP1P1,2
ENSG00000226114,NDUFB4P5,2
ENSG00000183281,PLGLB1,2
ENSG00000285793,ANAPC1P2,2
ENSG00000231259,ANAPC1P2,2
ENSG00000266931,,2
ENSG00000287931,,2
ENSG00000230395,ANAPC1P3,2
ENSG00000204745,,2
ENSG00000264793,MIR4771-1,2
ENSG00000233671,CENPNP1,2
ENSG00000281477,LINC01955,2
ENSG00000271097,DBF4P3,2
ENSG00000287763,,2
ENSG00000233999,IGKV3OR2-268,2
ENSG00000224881,,2
ENSG00000280721,LINC01943,2
ENSG00000222041,CYTOR,2
ENSG00000284879,NCAL1,2
ENSG00000273445,,2
ENSG00000214354,PAFAH1B1P1,2
ENSG00000265507,MIR4435-1,2
ENSG00000225933,RPS14P5,2
ENSG00000289429,,2
ENSG00000234231,ANAPC1P4,2
ENSG00000125551,PLGLB2,2
ENSG00000185304,RGPD2,2
ENSG00000229604,MTATP8P2,2
ENSG00000225428,NDUFB4P7,2
ENSG00000233205,WBP1P2,2
ENSG00000275597,ANAPC1P5,2
ENSG00000288437,,2
ENSG00000222724,RNU2-63P,2
ENSG00000287670,,2
ENSG00000172086,KRCC1,2
ENSG00000115593,SMYD1,2
ENSG00000265003,MIR4780,2
ENSG00000163586,FABP1,2
ENSG00000288734,,2
ENSG00000144115,THNSL2,2
ENSG00000232508,MRPL45P1,2
ENSG00000283262,U6,2
ENSG00000212133,RNU6-1168P,2
ENSG00000252395,RNU6-1007P,2
ENSG00000224291,RPL38P6,2
ENSG00000214336,FOXI3,2
ENSG00000172073,SPMIP9,2
ENSG00000225420,,2
ENSG00000172071,EIF2AK3,2
ENSG00000234028,EIF2AK3-DT,2
ENSG00000153574,RPIA,2
ENSG00000291127,ANKRD36BP2,2
ENSG00000230006,ANKRD36BP2,2
ENSG00000290802,,2
ENSG00000240040,,2
ENSG00000283270,MALLP2,2
ENSG00000265510,MIR4436A,2
ENSG00000211592,IGKC,2
ENSG00000211593,IGKJ5,2
ENSG00000211594,IGKJ4,2
ENSG00000211595,IGKJ3,2
ENSG00000211596,IGKJ2,2
ENSG00000211597,IGKJ1,2
ENSG00000290104,,2
ENSG00000211598,IGKV4-1,2
ENSG00000211599,IGKV5-2,2
ENSG00000197794,IGKV7-3,2
ENSG00000225136,PGBD4P5,2
ENSG00000253435,IGKV2-4,2
ENSG00000243466,IGKV1-5,2
ENSG00000239855,IGKV1-6,2
ENSG00000243063,IGKV3-7,2
ENSG00000240671,IGKV1-8,2
ENSG00000241755,IGKV1-9,2
ENSG00000253278,IGKV2-10,2
ENSG00000241351,IGKV3-11,2
ENSG00000243290,IGKV1-12,2
ENSG00000253497,IGKV1-13,2
ENSG00000253265,IGKV2-14,2
ENSG00000244437,IGKV3-15,2
ENSG00000240864,IGKV1-16,2
ENSG00000240382,IGKV1-17,2
ENSG00000254157,IGKV2-18,2
ENSG00000253732,IGKV2-19,2
ENSG00000239951,IGKV3-20,2
ENSG00000211611,IGKV6-21,2
ENSG00000253578,IGKV1-22,2
ENSG00000253625,IGKV2-23,2
ENSG00000241294,IGKV2-24,2
ENSG00000253202,IGKV3-25,2
ENSG00000254098,IGKV2-26,2
ENSG00000277852,,2
ENSG00000244575,IGKV1-27,2
ENSG00000244116,IGKV2-28,2
ENSG00000253998,IGKV2-29,2
ENSG00000243238,IGKV2-30,2
ENSG00000253158,IGKV3-31,2
ENSG00000253870,IGKV1-32,2
ENSG00000242076,IGKV1-33,2
ENSG00000253860,IGKV3-34,2
ENSG00000253461,IGKV1-35,2
ENSG00000253487,IGKV2-36,2
ENSG00000239862,IGKV1-37,2
ENSG00000253592,IGKV2-38,2
ENSG00000242371,IGKV1-39,2
ENSG00000273962,IGKV2-40,2
ENSG00000283427,,2
ENSG00000290846,,2
ENSG00000283196,,2
ENSG00000276861,5S_rRNA,2
ENSG00000283132,KMT2CP4,2
ENSG00000283214,,2
ENSG00000283659,,2
ENSG00000251039,IGKV2D-40,2
ENSG00000251546,IGKV1D-39,2
ENSG00000254009,IGKV2D-38,2
ENSG00000250036,IGKV1D-37,2
ENSG00000253127,IGKV2D-36,2
ENSG00000232747,IGKV1D-35,2
ENSG00000253501,IGKV3D-34,2
ENSG00000239975,IGKV1D-33,2
ENSG00000253191,IGKV1D-32,2
ENSG00000253999,IGKV3D-31,2
ENSG00000239571,IGKV2D-30,2
ENSG00000243264,IGKV2D-29,2
ENSG00000242534,IGKV2D-28,2
ENSG00000224607,IGKV1D-27,2
ENSG00000211623,IGKV2D-26,2
ENSG00000254097,IGKV3D-25,2
ENSG00000241566,IGKV2D-24,2
ENSG00000254345,IGKV2D-23,2
ENSG00000253365,IGKV1D-22,2
ENSG00000225523,IGKV6D-21,2
ENSG00000211625,IGKV3D-20,2
ENSG00000253765,IGKV2D-19,2
ENSG00000254220,IGKV2D-18,2
ENSG00000211626,IGKV6D-41,2
ENSG00000242766,IGKV1D-17,2
ENSG00000241244,IGKV1D-16,2
ENSG00000224041,IGKV3D-15,2
ENSG00000254292,IGKV2D-14,2
ENSG00000276566,IGKV1D-13,2
ENSG00000278857,IGKV1D-12,2
ENSG00000211632,IGKV3D-11,2
ENSG00000253906,IGKV2D-10,2
ENSG00000211633,IGKV1D-42,2
ENSG00000242580,IGKV1D-43,2
ENSG00000239819,IGKV1D-8,2
ENSG00000228325,IGKV3D-7,2
ENSG00000275490,,2
ENSG00000270999,IGKV1OR2-118,2
ENSG00000265897,,2
ENSG00000281904,,2
ENSG00000230964,,2
ENSG00000261600,,2
ENSG00000291150,LSP1P5,2
ENSG00000278131,,2
ENSG00000143429,LSP1P4,2
ENSG00000222835,RNA5SP100,2
ENSG00000184303,DRD5P1,2
ENSG00000290565,,2
ENSG00000230572,KMT2CP5,2
ENSG00000271627,NKAIN1P2,2
ENSG00000223703,IGSF3P2,2
ENSG00000232531,KMT5AP2,2
ENSG00000286698,,2
ENSG00000236969,GGT8P,2
ENSG00000235235,IGKV1OR2-1,2
ENSG00000214330,ABCD1P5,2
ENSG00000237085,,2
ENSG00000227497,PABPC1P6,2
ENSG00000214329,SLC9B1P2,2
ENSG00000290575,,2
ENSG00000226481,ACTR3BP2,2
ENSG00000234898,CHEK2P3,2
ENSG00000235147,,2
ENSG00000223816,IGKV1OR2-2,2
ENSG00000291142,,2
ENSG00000286156,BMS1P23,2
ENSG00000290941,,2
ENSG00000261522,,2
ENSG00000259916,AQP7B,2
ENSG00000237383,CNN2P11,2
ENSG00000227265,GXYLT1P7,2
ENSG00000213355,CNN2P8,2
ENSG00000234837,,2
ENSG00000289811,FAM95A,2
ENSG00000223564,CYP4F32P,2
ENSG00000232502,,2
ENSG00000235571,SNX18P14,2
ENSG00000229089,ANKRD20A8P,2
ENSG00000291024,,2
ENSG00000212140,RNU6-1320P,2
ENSG00000278631,SOWAHCP5,2
ENSG00000291025,,2
ENSG00000163060,TEKT4,2
ENSG00000259848,,2
ENSG00000237055,MTCO1P48,2
ENSG00000232128,MTCO3P45,2
ENSG00000233158,RPS24P6,2
ENSG00000231331,,2
ENSG00000232594,,2
ENSG00000233105,,2
ENSG00000224585,,2
ENSG00000233447,,2
ENSG00000235186,,2
ENSG00000277591,RN7SL575P,2
ENSG00000233850,,2
ENSG00000172005,MAL,2
ENSG00000231062,,2
ENSG00000287362,,2
ENSG00000288960,,2
ENSG00000144029,MRPS5,2
ENSG00000289685,,2
ENSG00000144026,ZNF514,2
ENSG00000275111,ZNF2,2
ENSG00000275768,SLC2AXP1,2
ENSG00000289370,,2
ENSG00000233757,ZNF892,2
ENSG00000155066,PROM2,2
ENSG00000115041,KCNIP3,2
ENSG00000235129,FABP7P2,2
ENSG00000115042,FAHD2A,2
ENSG00000248821,,2
ENSG00000233275,,2
ENSG00000227120,,2
ENSG00000204705,UBTFL5,2
ENSG00000277747,,2
ENSG00000234903,,2
ENSG00000144010,TRIM43B,2
ENSG00000238162,,2
ENSG00000223917,,2
ENSG00000237308,,2
ENSG00000224719,,2
ENSG00000226185,TRIM64FP,2
ENSG00000272913,LINC03052,2
ENSG00000229689,ANKRD33BP1,2
ENSG00000291126,,2
ENSG00000236431,,2
ENSG00000273305,,2
ENSG00000233037,,2
ENSG00000168992,OR7E102P,2
ENSG00000232717,TRIM51JP,2
ENSG00000274028,,2
ENSG00000230083,,2
ENSG00000144015,TRIM43,2
ENSG00000236026,,2
ENSG00000271003,,2
ENSG00000270193,,2
ENSG00000204699,UBTFL3,2
ENSG00000275497,,2
ENSG00000235959,,2
ENSG00000236750,,2
ENSG00000235584,,2
ENSG00000290897,,2
ENSG00000237510,GPAT2P1,2
ENSG00000232931,LINC00342,2
ENSG00000174501,ANKRD36C,2
ENSG00000275961,RN7SL210P,2
ENSG00000291176,,2
ENSG00000231584,FAHD2CP,2
ENSG00000186281,GPAT2,2
ENSG00000274286,ADRA2B,2
ENSG00000188886,ASTL,2
ENSG00000158050,DUSP2,2
ENSG00000228873,,2
ENSG00000084090,STARD7,2
ENSG00000204685,STARD7-AS1,2
ENSG00000135956,TMEM127,2
ENSG00000144021,CIAO1,2
ENSG00000144028,SNRNP200,2
ENSG00000230747,,2
ENSG00000198885,ITPRIPL1,2
ENSG00000121152,NCAPH,2
ENSG00000163121,NEURL3,2
ENSG00000235480,,2
ENSG00000196843,ARID5A,2
ENSG00000114982,KANSL3,2
ENSG00000249715,FER1L5,2
ENSG00000114988,LMAN2L,2
ENSG00000158158,CNNM4,2
ENSG00000264157,MIR3127,2
ENSG00000273265,CNNM3-DT,2
ENSG00000289135,,2
ENSG00000168763,CNNM3,2
ENSG00000163126,ANKRD23,2
ENSG00000213337,ANKRD39,2
ENSG00000168758,SEMA4C,2
ENSG00000168754,FAM178B,2
ENSG00000286654,,2
ENSG00000274206,Metazoa_SRP,2
ENSG00000252845,RNA5SP101,2
ENSG00000275094,,2
ENSG00000273634,,2
ENSG00000248134,,2
ENSG00000144188,TRIM43CP,2
ENSG00000230343,,2
ENSG00000236847,,2
ENSG00000270748,IGKV2OR2-1,2
ENSG00000271402,IGKV2OR2-2,2
ENSG00000204670,IGKV1OR2-3,2
ENSG00000188383,GPAT2P2,2
ENSG00000144199,FAHD2B,2
ENSG00000279791,,2
ENSG00000275655,RN7SL313P,2
ENSG00000135976,ANKRD36,2
ENSG00000277701,,2
ENSG00000237837,,2
ENSG00000271351,IGKV1OR2-9,2
ENSG00000276050,IGKV2OR2-10,2
ENSG00000271015,IGKV2OR2-7D,2
ENSG00000270252,IGKV3OR2-5,2
ENSG00000271569,IGKV1OR2-6,2
ENSG00000270450,IGKV2OR2-7,2
ENSG00000278537,IGKV2OR2-8,2
ENSG00000270187,IGKV1OR2-11,2
ENSG00000230606,APPAT,2
ENSG00000278766,,2
ENSG00000196912,ANKRD36B,2
ENSG00000235833,,2
ENSG00000286036,,2
ENSG00000228970,UBTFL6,2
ENSG00000135940,COX5B,2
ENSG00000115073,ACTR1B,2
ENSG00000228486,C2orf92,2
ENSG00000201806,RNU4-8P,2
ENSG00000115085,ZAP70,2
ENSG00000075568,TMEM131,2
ENSG00000235734,HMGN1P36,2
ENSG00000238719,RNU7-96P,2
ENSG00000168658,VWA3B,2
ENSG00000231635,ATP5F1BP1,2
ENSG00000222000,,2
ENSG00000144191,CNGA3,2
ENSG00000227987,,2
ENSG00000040933,INPP4A,2
ENSG00000183513,COA5,2
ENSG00000115446,UNC50,2
ENSG00000071073,MGAT4A,2
ENSG00000236564,YWHAQP5,2
ENSG00000226791,LINC02611,2
ENSG00000201070,RNU4-84P,2
ENSG00000196872,CRACDL,2
ENSG00000238830,RNU7-46P,2
ENSG00000135951,TSGA10,2
ENSG00000231822,SMC3P1,2
ENSG00000241962,,2
ENSG00000273045,C2orf15,2
ENSG00000144182,LIPT1,2
ENSG00000273155,,2
ENSG00000158411,MITD1,2
ENSG00000185414,MRPL30,2
ENSG00000185674,LYG2,2
ENSG00000144214,LYG1,2
ENSG00000115514,TXNDC9,2
ENSG00000158417,EIF5B,2
ENSG00000135945,REV1,2
ENSG00000273306,,2
ENSG00000144218,AFF3,2
ENSG00000230393,,2
ENSG00000232084,LINC01104,2
ENSG00000170500,LONRF2,2
ENSG00000269383,CYCSP7,2
ENSG00000270699,,2
ENSG00000115526,CHST10,2
ENSG00000238029,RALBP1P2,2
ENSG00000204640,NMS,2
ENSG00000204637,ARPP19P2,2
ENSG00000115539,PDCL3,2
ENSG00000227259,HMGN2P22,2
ENSG00000234988,LINC01849,2
ENSG00000287832,,2
ENSG00000226034,NANOGNBP1,2
ENSG00000234169,LINC01868,2
ENSG00000228488,,2
ENSG00000286737,,2
ENSG00000289077,,2
ENSG00000170485,NPAS2,2
ENSG00000232034,,2
ENSG00000230140,NPAS2-AS1,2
ENSG00000223947,,2
ENSG00000071082,RPL31,2
ENSG00000204634,TBC1D8,2
ENSG00000271532,BBIP1P1,2
ENSG00000272902,TBC1D8-AS1,2
ENSG00000158435,CNOT11,2
ENSG00000163162,RNF149,2
ENSG00000212283,SNORD89,2
ENSG00000264857,MIR5696,2
ENSG00000175874,CREG2,2
ENSG00000226058,,2
ENSG00000196460,RFX8,2
ENSG00000223826,LINC01870,2
ENSG00000237549,RPS6P3,2
ENSG00000232556,PRCPP1,2
ENSG00000286047,,2
ENSG00000286101,,2
ENSG00000071054,MAP4K4,2
ENSG00000288948,,2
ENSG00000289167,,2
ENSG00000281162,LINC01127,2
ENSG00000115590,IL1R2,2
ENSG00000287771,,2
ENSG00000115594,IL1R1,2
ENSG00000226925,IL1R1-AS1,2
ENSG00000115598,IL1RL2,2
ENSG00000205716,FAM183DP,2
ENSG00000115602,IL1RL1,2
ENSG00000115604,IL18R1,2
ENSG00000236785,SDR42E1P5,2
ENSG00000115607,IL18RAP,2
ENSG00000264764,MIR4772,2
ENSG00000236525,,2
ENSG00000234389,,2
ENSG00000180251,SLC9A4,2
ENSG00000115616,SLC9A2,2
ENSG00000135953,MFSD9,2
ENSG00000170417,TMEM182,2
ENSG00000277527,LINC01796,2
ENSG00000224095,LINC01935,2
ENSG00000227680,,2
ENSG00000229209,,2
ENSG00000227623,,2
ENSG00000286290,,2
ENSG00000236596,CRLF3P1,2
ENSG00000221849,,2
ENSG00000231723,CAPZBP1,2
ENSG00000232597,,2
ENSG00000236141,,2
ENSG00000256637,LINC01965,2
ENSG00000273515,,2
ENSG00000228968,,2
ENSG00000233955,AHCYP3,2
ENSG00000227157,,2
ENSG00000225765,LINC01831,2
ENSG00000287793,,2
ENSG00000235597,LINC01102,2
ENSG00000234781,LINC01103,2
ENSG00000231626,,2
ENSG00000236109,,2
ENSG00000288565,,2
ENSG00000230690,,2
ENSG00000225669,RPL23AP27,2
ENSG00000228528,,2
ENSG00000279904,,2
ENSG00000207249,SNORA72,2
ENSG00000234177,LINC01114,2
ENSG00000233639,PANTR1,2
ENSG00000213301,HMGB3P11,2
ENSG00000269707,,2
ENSG00000198914,POU3F3,2
ENSG00000289498,,2
ENSG00000229743,LINC01159,2
ENSG00000287135,,2
ENSG00000224509,MRPS9-AS2,2
ENSG00000135972,MRPS9,2
ENSG00000231851,MRPS9-AS1,2
ENSG00000226508,LINC01918,2
ENSG00000135973,GPR45,2
ENSG00000272861,,2
ENSG00000135966,TGFBRAP1,2
ENSG00000235319,,2
ENSG00000272994,C2orf49-DT,2
ENSG00000135974,C2orf49,2
ENSG00000115641,FHL2,2
ENSG00000238273,,2
ENSG00000287036,LINC02946,2
ENSG00000287308,,2
ENSG00000071051,NCK2,2
ENSG00000290119,,2
ENSG00000235522,,2
ENSG00000234162,,2
ENSG00000119147,ECRG4,2
ENSG00000115652,UXS1,2
ENSG00000233339,,2
ENSG00000273595,,2
ENSG00000213295,RPL22P10,2
ENSG00000224061,SRSF3P4,2
ENSG00000230353,RPS21P2,2
ENSG00000233939,RPL27AP4,2
ENSG00000227513,ILRUNP1,2
ENSG00000229682,,2
ENSG00000235486,ANAPC1P6,2
ENSG00000291125,,2
ENSG00000240935,PLGLA,2
ENSG00000153165,RGPD3,2
ENSG00000237666,,2
ENSG00000254126,CD8B2,2
ENSG00000232001,,2
ENSG00000231505,,2
ENSG00000214199,EEF1A1P12,2
ENSG00000144057,ST6GAL2,2
ENSG00000238250,ST6GAL2-IT1,2
ENSG00000227294,,2
ENSG00000286218,,2
ENSG00000229360,PPP1R2P5,2
ENSG00000226905,,2
ENSG00000229457,LINC01789,2
ENSG00000225588,,2
ENSG00000237880,LINC01885,2
ENSG00000224568,LINC01886,2
ENSG00000286769,,2
ENSG00000232991,GACAT1,2
ENSG00000230651,RGPD4-AS1,2
ENSG00000196862,RGPD4,2
ENSG00000233494,,2
ENSG00000227270,,2
ENSG00000237745,RPL22P8,2
ENSG00000235325,SRSF3P5,2
ENSG00000115665,SLC5A7,2
ENSG00000231221,LINC01593,2
ENSG00000229890,ACTP1,2
ENSG00000225328,LINC01594,2
ENSG00000236877,SETD6P1,2
ENSG00000196228,SULT1C3,2
ENSG00000227597,WASF1P1,2
ENSG00000198203,SULT1C2,2
ENSG00000261209,SULT1C2P2,2
ENSG00000290794,SULT1C5P,2
ENSG00000237223,SULT1C5P,2
ENSG00000271070,GMCL1P2,2
ENSG00000198075,SULT1C4,2
ENSG00000271284,SMIM12P1,2
ENSG00000135968,GCC2,2
ENSG00000214184,GCC2-AS1,2
ENSG00000169756,LIMS1,2
ENSG00000228763,LIMS1-AS1,2
ENSG00000233648,,2
ENSG00000235644,RPL10P5,2
ENSG00000153201,RANBP2,2
ENSG00000163006,CCDC138,2
ENSG00000227470,RPL39P16,2
ENSG00000135960,EDAR,2
ENSG00000277628,Metazoa_SRP,2
ENSG00000259863,SH3RF3-AS1,2
ENSG00000172985,SH3RF3,2
ENSG00000264934,MIR4265,2
ENSG00000228551,SNRPGP9,2
ENSG00000265965,MIR4266,2
ENSG00000186522,SEPTIN10,2
ENSG00000237916,RPL37P12,2
ENSG00000230696,,2
ENSG00000198142,SOWAHC,2
ENSG00000230603,,2
ENSG00000231099,BMS1P19,2
ENSG00000233307,SRSF3P6,2
ENSG00000233707,RPL22P11,2
ENSG00000282033,,2
ENSG00000015568,RGPD5,2
ENSG00000256977,LIMS3,2
ENSG00000284337,,2
ENSG00000290731,,2
ENSG00000283684,,2
ENSG00000186148,,2
ENSG00000240069,GPAA1P1,2
ENSG00000225108,ZBTB45P1,2
ENSG00000204588,LINC01123,2
ENSG00000235721,,2
ENSG00000229730,,2
ENSG00000283283,,2
ENSG00000265682,MIR4267,2
ENSG00000144063,MALL,2
ENSG00000264979,MIR4436B1,2
ENSG00000144061,NPHP1,2
ENSG00000233370,ACTR1AP1,2
ENSG00000175701,MTLN,2
ENSG00000290732,,2
ENSG00000282304,,2
ENSG00000261760,,2
ENSG00000282785,MALLP1,2
ENSG00000263881,MIR4436B2,2
ENSG00000283167,,2
ENSG00000226991,,2
ENSG00000230650,,2
ENSG00000175772,LINC01106,2
ENSG00000226065,ZBTB45P2,2
ENSG00000293177,,2
ENSG00000273471,,2
ENSG00000230596,GPAA1P2,2
ENSG00000184115,,2
ENSG00000290733,,2
ENSG00000257207,,2
ENSG00000256671,LIMS4,2
ENSG00000227574,,2
ENSG00000231583,,2
ENSG00000183054,RGPD6,2
ENSG00000231536,,2
ENSG00000216867,RPL22P12,2
ENSG00000169679,BUB1,2
ENSG00000289202,,2
ENSG00000235881,,2
ENSG00000153093,ACOXL,2
ENSG00000236330,RPL5P9,2
ENSG00000172965,MIR4435-2HG,2
ENSG00000204581,ACOXL-AS1,2
ENSG00000153094,BCL2L11,2
ENSG00000293584,,2
ENSG00000230499,,2
ENSG00000227992,,2
ENSG00000271590,,2
ENSG00000229118,,2
ENSG00000270190,,2
ENSG00000226928,RPS14P4,2
ENSG00000266139,MIR4435-2,2
ENSG00000223973,PAFAH1B1P2,2
ENSG00000293111,,2
ENSG00000285016,,2
ENSG00000280878,,2
ENSG00000240350,SOCAR,2
ENSG00000271635,DBF4P2,2
ENSG00000225744,,2
ENSG00000153107,ANAPC1,2
ENSG00000237583,RPL34P8,2
ENSG00000227842,,2
ENSG00000228615,CENPNP2,2
ENSG00000266063,MIR4771-2,2
ENSG00000230958,,2
ENSG00000236307,EEF1E1P1,2
ENSG00000153208,MERTK,2
ENSG00000240183,RN7SL297P,2
ENSG00000225496,RTRAFP1,2
ENSG00000232277,SLC30A6P1,2
ENSG00000286904,,2
ENSG00000153214,TMEM87B,2
ENSG00000287141,,2
ENSG00000144152,FBLN7,2
ENSG00000278962,,2
ENSG00000144161,ZC3H8,2
ENSG00000286545,,2
ENSG00000188177,ZC3H6,2
ENSG00000235258,NDUFB4P6,2
ENSG00000236555,,2
ENSG00000169629,RGPD8,2
ENSG00000293401,,2
ENSG00000283698,VINAC1P,2
ENSG00000114999,TTL,2
ENSG00000125630,POLR1B,2
ENSG00000207383,Y_RNA,2
ENSG00000125611,CHCHD5,2
ENSG00000243389,,2
ENSG00000228251,,2
ENSG00000231747,,2
ENSG00000237753,SLC20A1-DT,2
ENSG00000144136,SLC20A1,2
ENSG00000144130,NT5DC4,2
ENSG00000169607,CKAP2L,2
ENSG00000115008,IL1A,2
ENSG00000287937,,2
ENSG00000125538,IL1B,2
ENSG00000280228,,2
ENSG00000180152,XIAPP3,2
ENSG00000125571,IL37,2
ENSG00000227368,CDK8P2,2
ENSG00000136688,IL36G,2
ENSG00000236124,HMGN2P23,2
ENSG00000232090,POLR2DP1,2
ENSG00000136694,IL36A,2
ENSG00000136696,IL36B,2
ENSG00000136695,IL36RN,2
ENSG00000136697,IL1F10,2
ENSG00000201805,RNU6-1180P,2
ENSG00000136689,IL1RN,2
ENSG00000125637,PSD4,2
ENSG00000234174,,2
ENSG00000189223,PAX8-AS1,2
ENSG00000125618,PAX8,2
ENSG00000234997,LINC02966,2
ENSG00000289035,,2
ENSG00000231292,IGKV1OR2-108,2
ENSG00000272563,,2
ENSG00000136682,ZNG1B,2
ENSG00000184492,FOXD4L1,2
ENSG00000234148,LINC01961,2
ENSG00000231943,PGM5P4-AS1,2
ENSG00000225398,PGM5P4,2
ENSG00000226516,FAM138B,2
ENSG00000287165,,2
ENSG00000221055,MIR1302-3,2
ENSG00000291134,WASH2P,2
ENSG00000146556,WASH2P,2
ENSG00000236397,DDX11L2,2
ENSG00000279267,,2
ENSG00000293106,,2
ENSG00000240356,RPL23AP7,2
ENSG00000144134,RABL2A,2
ENSG00000144158,SNRPA1P1,2
ENSG00000175509,ACRP1,2
ENSG00000233479,,2
ENSG00000227359,LINC02936,2
ENSG00000202427,RNU6-744P,2
ENSG00000115084,SLC35F5,2
ENSG00000265429,MIR4782,2
ENSG00000244063,,2
ENSG00000228857,ACTR3-AS1,2
ENSG00000270019,,2
ENSG00000115091,ACTR3,2
ENSG00000279957,,2
ENSG00000234199,LINC01191,2
ENSG00000243179,,2
ENSG00000212182,U3,2
ENSG00000286513,,2
ENSG00000235242,,2
ENSG00000231926,SEPHS1P7,2
ENSG00000222923,RNU2-41P,2
ENSG00000175497,DPP10,2
ENSG00000231538,DPP10-AS3,2
ENSG00000235717,DPP10-AS2,2
ENSG00000286776,,2
ENSG00000235026,DPP10-AS1,2
ENSG00000230391,RPSAP23,2
ENSG00000287451,,2
ENSG00000271667,,2
ENSG00000224869,,2
ENSG00000226341,MTCYBP39,2
